date,asset_id,price,currency
2025-04-25,US_EQUITY,139.076315,USD
2025-04-28,US_EQUITY,142.679702,USD
2025-04-29,US_EQUITY,142.694249,USD
2025-04-30,US_EQUITY,142.027163,USD
2025-05-01,US_EQUITY,142.446025,USD
2025-05-02,US_EQUITY,142.97645,USD
2025-05-05,US_EQUITY,143.786419,USD
2025-05-06,US_EQUITY,143.062136,USD
2025-05-07,US_EQUITY,140.941989,USD
2025-05-08,US_EQUITY,141.460311,USD
2025-05-09,US_EQUITY,143.232918,USD
2025-05-12,US_EQUITY,142.275668,USD
2025-05-13,US_EQUITY,143.138479,USD
2025-05-14,US_EQUITY,142.628647,USD
2025-05-15,US_EQUITY,143.283707,USD
2025-05-16,US_EQUITY,141.281758,USD
2025-05-19,US_EQUITY,141.244884,USD
2025-05-20,US_EQUITY,139.655824,USD
2025-05-21,US_EQUITY,140.602452,USD
2025-05-22,US_EQUITY,139.900041,USD
2025-05-23,US_EQUITY,142.242321,USD
2025-05-26,US_EQUITY,143.575379,USD
2025-05-27,US_EQUITY,143.610207,USD
2025-05-28,US_EQUITY,142.174077,USD
2025-05-29,US_EQUITY,144.914111,USD
2025-05-30,US_EQUITY,145.28734,USD
2025-06-02,US_EQUITY,144.963314,USD
2025-06-03,US_EQUITY,144.277107,USD
2025-06-04,US_EQUITY,148.607114,USD
2025-06-05,US_EQUITY,147.007516,USD
2025-06-06,US_EQUITY,146.131154,USD
2025-06-09,US_EQUITY,145.97929,USD
2025-06-10,US_EQUITY,144.67765,USD
2025-06-11,US_EQUITY,146.000636,USD
2025-06-12,US_EQUITY,147.118992,USD
2025-06-13,US_EQUITY,147.638757,USD
2025-06-16,US_EQUITY,149.295712,USD
2025-06-17,US_EQUITY,150.270625,USD
2025-06-18,US_EQUITY,149.428302,USD
2025-06-19,US_EQUITY,146.489783,USD
2025-06-20,US_EQUITY,146.156707,USD
2025-06-23,US_EQUITY,146.469041,USD
2025-06-24,US_EQUITY,149.292402,USD
2025-06-25,US_EQUITY,148.538662,USD
2025-06-26,US_EQUITY,147.265406,USD
2025-06-27,US_EQUITY,146.817434,USD
2025-06-30,US_EQUITY,149.141483,USD
2025-07-01,US_EQUITY,150.719322,USD
2025-07-02,US_EQUITY,151.356231,USD
2025-07-03,US_EQUITY,148.717274,USD
2025-07-04,US_EQUITY,147.839001,USD
2025-07-07,US_EQUITY,147.5631,USD
2025-07-08,US_EQUITY,149.775871,USD
2025-07-09,US_EQUITY,151.153997,USD
2025-07-10,US_EQUITY,153.967566,USD
2025-07-11,US_EQUITY,155.186521,USD
2025-07-14,US_EQUITY,157.780978,USD
2025-07-15,US_EQUITY,159.605465,USD
2025-07-16,US_EQUITY,157.569834,USD
2025-07-17,US_EQUITY,159.011761,USD
2025-07-18,US_EQUITY,158.812183,USD
2025-07-21,US_EQUITY,159.081163,USD
2025-07-22,US_EQUITY,158.222003,USD
2025-07-23,US_EQUITY,156.448535,USD
2025-07-24,US_EQUITY,157.25246,USD
2025-07-25,US_EQUITY,155.874962,USD
2025-07-28,US_EQUITY,156.154285,USD
2025-07-29,US_EQUITY,156.478029,USD
2025-07-30,US_EQUITY,154.858761,USD
2025-07-31,US_EQUITY,153.671665,USD
2025-08-01,US_EQUITY,152.595146,USD
2025-08-04,US_EQUITY,152.773539,USD
2025-08-05,US_EQUITY,153.786282,USD
2025-08-06,US_EQUITY,151.97105,USD
2025-08-07,US_EQUITY,153.579606,USD
2025-08-08,US_EQUITY,153.668015,USD
2025-08-11,US_EQUITY,152.565528,USD
2025-08-12,US_EQUITY,150.92781,USD
2025-08-13,US_EQUITY,150.961349,USD
2025-08-14,US_EQUITY,151.524458,USD
2025-08-15,US_EQUITY,150.854535,USD
2025-08-18,US_EQUITY,151.356605,USD
2025-08-19,US_EQUITY,153.477987,USD
2025-08-20,US_EQUITY,154.52058,USD
2025-08-21,US_EQUITY,154.652527,USD
2025-08-22,US_EQUITY,152.671155,USD
2025-08-25,US_EQUITY,150.581578,USD
2025-08-26,US_EQUITY,151.717679,USD
2025-08-27,US_EQUITY,151.529163,USD
2025-08-28,US_EQUITY,151.077062,USD
2025-08-29,US_EQUITY,151.772576,USD
2025-09-01,US_EQUITY,152.124247,USD
2025-09-02,US_EQUITY,155.152211,USD
2025-09-03,US_EQUITY,153.189277,USD
2025-09-04,US_EQUITY,154.633714,USD
2025-09-05,US_EQUITY,155.221795,USD
2025-09-08,US_EQUITY,155.952058,USD
2025-09-09,US_EQUITY,157.086472,USD
2025-09-10,US_EQUITY,156.442082,USD
2025-09-11,US_EQUITY,153.838534,USD
2025-09-12,US_EQUITY,156.242908,USD
2025-09-15,US_EQUITY,157.395929,USD
2025-09-16,US_EQUITY,159.901287,USD
2025-09-17,US_EQUITY,161.048253,USD
2025-09-18,US_EQUITY,159.983903,USD
2025-09-19,US_EQUITY,162.275726,USD
2025-09-22,US_EQUITY,159.25708,USD
2025-09-23,US_EQUITY,160.669206,USD
2025-09-24,US_EQUITY,159.855185,USD
2025-09-25,US_EQUITY,158.734421,USD
2025-09-26,US_EQUITY,156.700839,USD
2025-09-29,US_EQUITY,156.584156,USD
2025-09-30,US_EQUITY,159.371612,USD
2025-10-01,US_EQUITY,156.775731,USD
2025-10-02,US_EQUITY,156.357171,USD
2025-10-03,US_EQUITY,157.388978,USD
2025-10-06,US_EQUITY,158.148057,USD
2025-10-07,US_EQUITY,157.903852,USD
2025-10-08,US_EQUITY,160.220124,USD
2025-10-09,US_EQUITY,162.765598,USD
2025-10-10,US_EQUITY,162.612752,USD
2025-10-13,US_EQUITY,164.76824,USD
2025-10-14,US_EQUITY,162.5272,USD
2025-10-15,US_EQUITY,162.895256,USD
2025-10-16,US_EQUITY,161.200049,USD
2025-10-17,US_EQUITY,160.187056,USD
2025-10-20,US_EQUITY,158.387539,USD
2025-10-21,US_EQUITY,157.265999,USD
2025-10-22,US_EQUITY,156.142104,USD
2025-10-23,US_EQUITY,154.886051,USD
2025-10-24,US_EQUITY,153.835592,USD
2025-10-27,US_EQUITY,151.109085,USD
2025-10-28,US_EQUITY,151.489524,USD
2025-10-29,US_EQUITY,151.270537,USD
2025-10-30,US_EQUITY,151.999827,USD
2025-10-31,US_EQUITY,153.745024,USD
2025-11-03,US_EQUITY,154.785721,USD
2025-11-04,US_EQUITY,151.184438,USD
2025-11-05,US_EQUITY,151.583527,USD
2025-11-06,US_EQUITY,152.8881,USD
2025-11-07,US_EQUITY,154.553913,USD
2025-11-10,US_EQUITY,154.209153,USD
2025-11-11,US_EQUITY,154.655923,USD
2025-11-12,US_EQUITY,153.817909,USD
2025-11-13,US_EQUITY,151.737641,USD
2025-11-14,US_EQUITY,150.43688,USD
2025-11-17,US_EQUITY,153.196362,USD
2025-11-18,US_EQUITY,151.153217,USD
2025-11-19,US_EQUITY,152.718555,USD
2025-11-20,US_EQUITY,153.12079,USD
2025-11-21,US_EQUITY,155.341159,USD
2025-11-24,US_EQUITY,156.726299,USD
2025-11-25,US_EQUITY,157.10507,USD
2025-11-26,US_EQUITY,156.068008,USD
2025-11-27,US_EQUITY,159.2672,USD
2025-11-28,US_EQUITY,159.849424,USD
2025-12-01,US_EQUITY,160.675888,USD
2025-12-02,US_EQUITY,160.95357,USD
2025-12-03,US_EQUITY,162.683462,USD
2025-12-04,US_EQUITY,162.285742,USD
2025-12-05,US_EQUITY,164.672809,USD
2025-12-08,US_EQUITY,163.640301,USD
2025-12-09,US_EQUITY,164.48667,USD
2025-12-10,US_EQUITY,164.63633,USD
2025-12-11,US_EQUITY,164.715392,USD
2025-12-12,US_EQUITY,164.745398,USD
2025-12-15,US_EQUITY,164.788159,USD
2025-12-16,US_EQUITY,164.853982,USD
2025-12-17,US_EQUITY,163.521467,USD
2025-12-18,US_EQUITY,165.083619,USD
2025-12-19,US_EQUITY,165.21788,USD
2025-12-22,US_EQUITY,165.974579,USD
2025-12-23,US_EQUITY,166.391311,USD
2025-12-24,US_EQUITY,166.28029,USD
2025-12-25,US_EQUITY,165.99054,USD
2025-12-26,US_EQUITY,167.262373,USD
2025-12-29,US_EQUITY,167.538717,USD
2025-12-30,US_EQUITY,169.750831,USD
2025-12-31,US_EQUITY,172.214083,USD
2025-01-15,EU_EQUITY,120.4,EUR
2025-01-16,EU_EQUITY,120.701583,EUR
2025-01-17,EU_EQUITY,121.172834,EUR
2025-01-20,EU_EQUITY,120.361336,EUR
2025-01-21,EU_EQUITY,121.02559,EUR
2025-01-22,EU_EQUITY,121.112399,EUR
2025-01-23,EU_EQUITY,119.113822,EUR
2025-01-24,EU_EQUITY,120.045756,EUR
2025-01-27,EU_EQUITY,119.729296,EUR
2025-01-28,EU_EQUITY,120.280117,EUR
2025-01-29,EU_EQUITY,119.618836,EUR
2025-01-30,EU_EQUITY,121.018725,EUR
2025-01-31,EU_EQUITY,120.986775,EUR
2025-02-03,EU_EQUITY,122.340726,EUR
2025-02-04,EU_EQUITY,122.015252,EUR
2025-02-05,EU_EQUITY,121.781435,EUR
2025-02-06,EU_EQUITY,122.187817,EUR
2025-02-07,EU_EQUITY,122.737248,EUR
2025-02-10,EU_EQUITY,123.063816,EUR
2025-02-11,EU_EQUITY,120.832553,EUR
2025-02-12,EU_EQUITY,120.671454,EUR
2025-02-13,EU_EQUITY,119.687186,EUR
2025-02-14,EU_EQUITY,120.103566,EUR
2025-02-17,EU_EQUITY,120.773791,EUR
2025-02-18,EU_EQUITY,121.73681,EUR
2025-02-19,EU_EQUITY,122.072578,EUR
2025-02-20,EU_EQUITY,121.797949,EUR
2025-02-21,EU_EQUITY,123.187003,EUR
2025-02-24,EU_EQUITY,121.118809,EUR
2025-02-25,EU_EQUITY,120.115389,EUR
2025-02-26,EU_EQUITY,119.069395,EUR
2025-02-27,EU_EQUITY,117.659558,EUR
2025-02-28,EU_EQUITY,115.776669,EUR
2025-03-03,EU_EQUITY,117.057315,EUR
2025-03-04,EU_EQUITY,118.126305,EUR
2025-03-05,EU_EQUITY,119.306435,EUR
2025-03-06,EU_EQUITY,122.438763,EUR
2025-03-07,EU_EQUITY,120.497235,EUR
2025-03-10,EU_EQUITY,122.175019,EUR
2025-03-11,EU_EQUITY,122.003326,EUR
2025-03-12,EU_EQUITY,119.1682,EUR
2025-03-13,EU_EQUITY,119.016163,EUR
2025-03-14,EU_EQUITY,118.70509,EUR
2025-03-17,EU_EQUITY,118.946029,EUR
2025-03-18,EU_EQUITY,120.804543,EUR
2025-03-19,EU_EQUITY,120.601349,EUR
2025-03-20,EU_EQUITY,121.065137,EUR
2025-03-21,EU_EQUITY,120.451058,EUR
2025-03-24,EU_EQUITY,121.118212,EUR
2025-03-25,EU_EQUITY,122.510455,EUR
2025-03-26,EU_EQUITY,121.43864,EUR
2025-03-27,EU_EQUITY,121.129115,EUR
2025-03-28,EU_EQUITY,120.587608,EUR
2025-03-31,EU_EQUITY,120.232568,EUR
2025-04-01,EU_EQUITY,119.101126,EUR
2025-04-02,EU_EQUITY,117.772354,EUR
2025-04-03,EU_EQUITY,119.270222,EUR
2025-04-04,EU_EQUITY,120.110355,EUR
2025-04-07,EU_EQUITY,121.29023,EUR
2025-04-08,EU_EQUITY,120.736126,EUR
2025-04-09,EU_EQUITY,120.257069,EUR
2025-04-10,EU_EQUITY,119.497356,EUR
2025-04-11,EU_EQUITY,117.131112,EUR
2025-04-14,EU_EQUITY,115.465178,EUR
2025-04-15,EU_EQUITY,115.251548,EUR
2025-04-16,EU_EQUITY,113.825354,EUR
2025-04-17,EU_EQUITY,113.553778,EUR
2025-04-18,EU_EQUITY,114.717953,EUR
2025-04-21,EU_EQUITY,115.626009,EUR
2025-04-22,EU_EQUITY,115.064736,EUR
2025-04-23,EU_EQUITY,114.181916,EUR
2025-04-24,EU_EQUITY,112.927846,EUR
2025-04-25,EU_EQUITY,113.404504,EUR
2025-04-28,EU_EQUITY,117.626831,EUR
2025-04-29,EU_EQUITY,118.193783,EUR
2025-04-30,EU_EQUITY,116.622699,EUR
2025-05-01,EU_EQUITY,117.393555,EUR
2025-05-02,EU_EQUITY,117.650877,EUR
2025-05-05,EU_EQUITY,118.457791,EUR
2025-05-06,EU_EQUITY,118.564657,EUR
2025-05-07,EU_EQUITY,115.900573,EUR
2025-05-08,EU_EQUITY,115.701872,EUR
2025-05-09,EU_EQUITY,116.069873,EUR
2025-05-12,EU_EQUITY,116.577303,EUR
2025-05-13,EU_EQUITY,118.053746,EUR
2025-05-14,EU_EQUITY,117.774469,EUR
2025-05-15,EU_EQUITY,118.557962,EUR
2025-05-16,EU_EQUITY,116.971675,EUR
2025-05-19,EU_EQUITY,115.989825,EUR
2025-05-20,EU_EQUITY,115.487367,EUR
2025-05-21,EU_EQUITY,116.10186,EUR
2025-05-22,EU_EQUITY,113.560065,EUR
2025-05-23,EU_EQUITY,114.344373,EUR
2025-05-26,EU_EQUITY,114.391317,EUR
2025-05-27,EU_EQUITY,114.665161,EUR
2025-05-28,EU_EQUITY,112.82407,EUR
2025-05-29,EU_EQUITY,114.662689,EUR
2025-05-30,EU_EQUITY,115.779741,EUR
2025-06-02,EU_EQUITY,116.67257,EUR
2025-06-03,EU_EQUITY,115.552743,EUR
2025-06-04,EU_EQUITY,117.345468,EUR
2025-06-05,EU_EQUITY,115.820468,EUR
2025-06-06,EU_EQUITY,115.453893,EUR
2025-06-09,EU_EQUITY,115.60307,EUR
2025-06-10,EU_EQUITY,113.457286,EUR
2025-06-11,EU_EQUITY,114.936033,EUR
2025-06-12,EU_EQUITY,114.37862,EUR
2025-06-13,EU_EQUITY,115.824212,EUR
2025-06-16,EU_EQUITY,116.298501,EUR
2025-06-17,EU_EQUITY,117.709289,EUR
2025-06-18,EU_EQUITY,116.641715,EUR
2025-06-19,EU_EQUITY,115.145903,EUR
2025-06-20,EU_EQUITY,114.141374,EUR
2025-06-23,EU_EQUITY,114.129729,EUR
2025-06-24,EU_EQUITY,115.052899,EUR
2025-06-25,EU_EQUITY,113.23013,EUR
2025-06-26,EU_EQUITY,111.555481,EUR
2025-06-27,EU_EQUITY,111.185123,EUR
2025-06-30,EU_EQUITY,112.698692,EUR
2025-07-01,EU_EQUITY,111.981296,EUR
2025-07-02,EU_EQUITY,111.890239,EUR
2025-07-03,EU_EQUITY,110.103772,EUR
2025-07-04,EU_EQUITY,109.187627,EUR
2025-07-07,EU_EQUITY,109.063188,EUR
2025-07-08,EU_EQUITY,110.644495,EUR
2025-07-09,EU_EQUITY,111.086188,EUR
2025-07-10,EU_EQUITY,113.236561,EUR
2025-07-11,EU_EQUITY,114.375546,EUR
2025-07-14,EU_EQUITY,116.126033,EUR
2025-07-15,EU_EQUITY,116.538127,EUR
2025-07-16,EU_EQUITY,115.127765,EUR
2025-07-17,EU_EQUITY,115.874392,EUR
2025-07-18,EU_EQUITY,114.687649,EUR
2025-07-21,EU_EQUITY,115.058177,EUR
2025-07-22,EU_EQUITY,115.262718,EUR
2025-07-23,EU_EQUITY,114.426592,EUR
2025-07-24,EU_EQUITY,114.407217,EUR
2025-07-25,EU_EQUITY,113.860622,EUR
2025-07-28,EU_EQUITY,113.177773,EUR
2025-07-29,EU_EQUITY,113.747233,EUR
2025-07-30,EU_EQUITY,113.247987,EUR
2025-07-31,EU_EQUITY,112.924995,EUR
2025-08-01,EU_EQUITY,112.51851,EUR
2025-08-04,EU_EQUITY,112.842307,EUR
2025-08-05,EU_EQUITY,113.804847,EUR
2025-08-06,EU_EQUITY,113.277797,EUR
2025-08-07,EU_EQUITY,114.277083,EUR
2025-08-08,EU_EQUITY,113.155514,EUR
2025-08-11,EU_EQUITY,111.946524,EUR
2025-08-12,EU_EQUITY,111.149098,EUR
2025-08-13,EU_EQUITY,110.730189,EUR
2025-08-14,EU_EQUITY,112.831438,EUR
2025-08-15,EU_EQUITY,112.491358,EUR
2025-08-18,EU_EQUITY,113.131962,EUR
2025-08-19,EU_EQUITY,113.579526,EUR
2025-08-20,EU_EQUITY,114.348454,EUR
2025-08-21,EU_EQUITY,114.67255,EUR
2025-08-22,EU_EQUITY,113.935926,EUR
2025-08-25,EU_EQUITY,113.014416,EUR
2025-08-26,EU_EQUITY,115.24474,EUR
2025-08-27,EU_EQUITY,115.927931,EUR
2025-08-28,EU_EQUITY,115.155496,EUR
2025-08-29,EU_EQUITY,114.491636,EUR
2025-09-01,EU_EQUITY,114.778337,EUR
2025-09-02,EU_EQUITY,117.290198,EUR
2025-09-03,EU_EQUITY,116.555354,EUR
2025-09-04,EU_EQUITY,116.161057,EUR
2025-09-05,EU_EQUITY,115.688483,EUR
2025-09-08,EU_EQUITY,115.569091,EUR
2025-09-09,EU_EQUITY,116.664567,EUR
2025-09-10,EU_EQUITY,115.380522,EUR
2025-09-11,EU_EQUITY,113.595031,EUR
2025-09-12,EU_EQUITY,113.996496,EUR
2025-09-15,EU_EQUITY,114.244316,EUR
2025-09-16,EU_EQUITY,113.974917,EUR
2025-09-17,EU_EQUITY,115.784306,EUR
2025-09-18,EU_EQUITY,115.302447,EUR
2025-09-19,EU_EQUITY,116.501998,EUR
2025-09-22,EU_EQUITY,114.891745,EUR
2025-09-23,EU_EQUITY,114.624335,EUR
2025-09-24,EU_EQUITY,114.177445,EUR
2025-09-25,EU_EQUITY,113.114426,EUR
2025-09-26,EU_EQUITY,113.085386,EUR
2025-09-29,EU_EQUITY,114.225881,EUR
2025-09-30,EU_EQUITY,117.112699,EUR
2025-10-01,EU_EQUITY,114.876697,EUR
2025-10-02,EU_EQUITY,113.292392,EUR
2025-10-03,EU_EQUITY,111.634472,EUR
2025-10-06,EU_EQUITY,111.950547,EUR
2025-10-07,EU_EQUITY,112.275749,EUR
2025-10-08,EU_EQUITY,114.48266,EUR
2025-10-09,EU_EQUITY,116.818185,EUR
2025-10-10,EU_EQUITY,115.772814,EUR
2025-10-13,EU_EQUITY,116.964754,EUR
2025-10-14,EU_EQUITY,117.055482,EUR
2025-10-15,EU_EQUITY,117.688975,EUR
2025-10-16,EU_EQUITY,118.170024,EUR
2025-10-17,EU_EQUITY,117.745732,EUR
2025-10-20,EU_EQUITY,115.312361,EUR
2025-10-21,EU_EQUITY,113.454277,EUR
2025-10-22,EU_EQUITY,113.521139,EUR
2025-10-23,EU_EQUITY,111.866722,EUR
2025-10-24,EU_EQUITY,111.291542,EUR
2025-10-27,EU_EQUITY,110.622361,EUR
2025-10-28,EU_EQUITY,111.238681,EUR
2025-10-29,EU_EQUITY,110.336465,EUR
2025-10-30,EU_EQUITY,109.339918,EUR
2025-10-31,EU_EQUITY,110.877841,EUR
2025-11-03,EU_EQUITY,111.524025,EUR
2025-11-04,EU_EQUITY,109.570294,EUR
2025-11-05,EU_EQUITY,108.864902,EUR
2025-11-06,EU_EQUITY,108.097958,EUR
2025-11-07,EU_EQUITY,110.29583,EUR
2025-11-10,EU_EQUITY,109.186802,EUR
2025-11-11,EU_EQUITY,108.80591,EUR
2025-11-12,EU_EQUITY,107.61946,EUR
2025-11-13,EU_EQUITY,107.626764,EUR
2025-11-14,EU_EQUITY,106.108868,EUR
2025-11-17,EU_EQUITY,107.48779,EUR
2025-11-18,EU_EQUITY,105.795925,EUR
2025-11-19,EU_EQUITY,107.230485,EUR
2025-11-20,EU_EQUITY,107.624888,EUR
2025-11-21,EU_EQUITY,108.231945,EUR
2025-11-24,EU_EQUITY,109.841713,EUR
2025-11-25,EU_EQUITY,109.205381,EUR
2025-11-26,EU_EQUITY,108.302878,EUR
2025-11-27,EU_EQUITY,109.190654,EUR
2025-11-28,EU_EQUITY,107.948482,EUR
2025-12-01,EU_EQUITY,107.98681,EUR
2025-12-02,EU_EQUITY,107.615371,EUR
2025-12-03,EU_EQUITY,109.732689,EUR
2025-12-04,EU_EQUITY,109.375623,EUR
2025-12-05,EU_EQUITY,111.320445,EUR
2025-12-08,EU_EQUITY,110.953731,EUR
2025-12-09,EU_EQUITY,112.193252,EUR
2025-12-10,EU_EQUITY,111.922907,EUR
2025-12-11,EU_EQUITY,112.183123,EUR
2025-12-12,EU_EQUITY,111.183028,EUR
2025-12-15,EU_EQUITY,110.696054,EUR
2025-12-16,EU_EQUITY,110.478219,EUR
2025-12-17,EU_EQUITY,109.953122,EUR
2025-12-18,EU_EQUITY,111.836733,EUR
2025-12-19,EU_EQUITY,111.777216,EUR
2025-12-22,EU_EQUITY,113.887658,EUR
2025-12-23,EU_EQUITY,113.993555,EUR
2025-12-24,EU_EQUITY,111.920185,EUR
2025-12-25,EU_EQUITY,111.740127,EUR
2025-12-26,EU_EQUITY,112.97688,EUR
2025-12-29,EU_EQUITY,112.931882,EUR
2025-12-30,EU_EQUITY,114.209572,EUR
2025-12-31,EU_EQUITY,115.450849,EUR
2025-01-15,US_GOV_BOND,98.75,USD
2025-01-16,US_GOV_BOND,99.07224,USD
2025-01-17,US_GOV_BOND,98.95835,USD
2025-01-20,US_GOV_BOND,98.802791,USD
2025-01-21,US_GOV_BOND,98.681006,USD
2025-01-22,US_GOV_BOND,98.297442,USD
2025-01-23,US_GOV_BOND,98.216671,USD
2025-01-24,US_GOV_BOND,97.944224,USD
2025-01-27,US_GOV_BOND,97.867658,USD
2025-01-28,US_GOV_BOND,98.194304,USD
2025-01-29,US_GOV_BOND,98.150355,USD
2025-01-30,US_GOV_BOND,98.420422,USD
2025-01-31,US_GOV_BOND,98.642461,USD
2025-02-03,US_GOV_BOND,98.456606,USD
2025-02-04,US_GOV_BOND,98.715761,USD
2025-02-05,US_GOV_BOND,99.202976,USD
2025-02-06,US_GOV_BOND,99.613115,USD
2025-02-07,US_GOV_BOND,99.312279,USD
2025-02-10,US_GOV_BOND,99.119927,USD
2025-02-11,US_GOV_BOND,99.195528,USD
2025-02-12,US_GOV_BOND,98.846071,USD
2025-02-13,US_GOV_BOND,99.484656,USD
2025-02-14,US_GOV_BOND,99.601954,USD
2025-02-17,US_GOV_BOND,99.801044,USD
2025-02-18,US_GOV_BOND,99.915418,USD
2025-02-19,US_GOV_BOND,100.339119,USD
2025-02-20,US_GOV_BOND,100.151644,USD
2025-02-21,US_GOV_BOND,100.361324,USD
2025-02-24,US_GOV_BOND,100.241133,USD
2025-02-25,US_GOV_BOND,100.239003,USD
2025-02-26,US_GOV_BOND,100.56836,USD
2025-02-27,US_GOV_BOND,100.617104,USD
2025-02-28,US_GOV_BOND,100.931226,USD
2025-03-03,US_GOV_BOND,101.140704,USD
2025-03-04,US_GOV_BOND,100.96356,USD
2025-03-05,US_GOV_BOND,100.942357,USD
2025-03-06,US_GOV_BOND,101.099811,USD
2025-03-07,US_GOV_BOND,101.309844,USD
2025-03-10,US_GOV_BOND,101.246094,USD
2025-03-11,US_GOV_BOND,101.362384,USD
2025-03-12,US_GOV_BOND,101.359577,USD
2025-03-13,US_GOV_BOND,101.530485,USD
2025-03-14,US_GOV_BOND,102.016798,USD
2025-03-17,US_GOV_BOND,101.881739,USD
2025-03-18,US_GOV_BOND,101.730516,USD
2025-03-19,US_GOV_BOND,101.110106,USD
2025-03-20,US_GOV_BOND,101.521826,USD
2025-03-21,US_GOV_BOND,101.789898,USD
2025-03-24,US_GOV_BOND,101.894914,USD
2025-03-25,US_GOV_BOND,102.088576,USD
2025-03-26,US_GOV_BOND,101.866927,USD
2025-03-27,US_GOV_BOND,101.794233,USD
2025-03-28,US_GOV_BOND,102.027891,USD
2025-03-31,US_GOV_BOND,101.938834,USD
2025-04-01,US_GOV_BOND,101.887876,USD
2025-04-02,US_GOV_BOND,102.627545,USD
2025-04-03,US_GOV_BOND,102.70292,USD
2025-04-04,US_GOV_BOND,102.362193,USD
2025-04-07,US_GOV_BOND,102.522834,USD
2025-04-08,US_GOV_BOND,102.957349,USD
2025-04-09,US_GOV_BOND,102.640207,USD
2025-04-10,US_GOV_BOND,102.635792,USD
2025-04-11,US_GOV_BOND,102.914696,USD
2025-04-14,US_GOV_BOND,103.118526,USD
2025-04-15,US_GOV_BOND,103.193983,USD
2025-04-16,US_GOV_BOND,102.991037,USD
2025-04-17,US_GOV_BOND,103.253513,USD
2025-04-18,US_GOV_BOND,103.322152,USD
2025-04-21,US_GOV_BOND,103.342771,USD
2025-04-22,US_GOV_BOND,103.697245,USD
2025-04-23,US_GOV_BOND,103.481737,USD
2025-04-24,US_GOV_BOND,103.999695,USD
2025-04-25,US_GOV_BOND,104.620331,USD
2025-04-28,US_GOV_BOND,104.614703,USD
2025-04-29,US_GOV_BOND,104.781715,USD
2025-04-30,US_GOV_BOND,104.296865,USD
2025-05-01,US_GOV_BOND,104.122635,USD
